title;authors;affiliations;publication;year;paper_type;citation;download;keywords_ieee;keywords_controlled;keywords_non_controlled;keywords_author;url;acronym
"Evaluating Legal Implementation Readiness Decision-Making";"Aaron K. Massey|Paul N. Otto|Annie I. Ant&#x00F3;n";"Postdoctoral Fellow at the School of Interactive Computing, Georgia Institute of Technology, Atlanta, GA|Association of Computing Machinery, District of Columbia, 555 13th St. NW, Washington|Professor and Chair of the School of Interactive Computing, Georgia Institute of Technology, Atlanta, GA";"IEEE Transactions on Software Engineering";"2015";"Journals & Magazine";"1";"417";"Law|Software|Software engineering|Atmospheric measurements|Particle measurements|Decision making";"electronic health records|law|software engineering";"legal implementation readiness decision-making|software systems|legal obligations|electronic health record system|US Health Insurance Portability and Accountability Act|HIPAA obligations|requirement assessment|wideband Delphi approach|legally compliant software";"Legal Implementation Readiness|Regulatory Compliance Software Engineering|Legal Requirements|Requirements Engineering";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6991569";"TOSE"
"Extracting Development Tasks to Navigate Software Documentation";"Christoph Treude|Martin P. Robillard|Barth&#x00E9;l&#x00E9;my Dagenais";"Departamento de Informática e Matemática Aplicada, Universidade Federal do Rio Grande do Norte, Natal, RN, Brazil|School of Computer Science, McGill University, Montr&#x00E9;al, QC, Canada|Resulto, Montr&#x00E9;al, QC, Canada";"IEEE Transactions on Software Engineering";"2015";"Journals & Magazine";"12";"942";"Documentation|Software|Navigation|Data mining|Programming|Natural language processing|Subscriptions";"knowledge management|software engineering|user interfaces";"software documentation navigation|knowledge management|software developers|information needs|programming action|TaskNavigator user interface|documentation structure";"Software Documentation|Development Tasks|Navigation|Auto-Complete|Natural Language Processing";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7000568";"TOSE"
"Forecasting Java Software Evolution Trends Employing Network Models";"Theodore Chaikalis|Alexander Chatzigeorgiou";"Department of Applied Informatics, University of Macedonia, Thessaloniki, Greece|Department of Applied Informatics, University of Macedonia, Thessaloniki, Greece";"IEEE Transactions on Software Engineering";"2015";"Journals & Magazine";"8";"576";"Object oriented modeling|Predictive models|Forecasting|Software systems|Analytical models|Market research";"graph theory|Java|object-oriented programming|social networking (online)|software architecture|software maintenance";"Java software evolution trend|social network|software system architecture|object-oriented software system|prediction model|preferential attachment";"Graphs and networks|Restructuring|reverse engineering|reengineering|Software Architectures|Objectoriented design methods";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6985636";"TOSE"
"Range Fixes: Interactive Error Resolution for Software Configuration";"Yingfei Xiong|Hansheng Zhang|Arnaud Hubaux|Steven She|Jie Wang|Krzysztof Czarnecki";"School of Electronics Engineering and Computer Science, Institute of Software, Peking University, Beijing, PR China|School of Electronics Engineering and Computer Science, Institute of Software, Peking University, Beijing, PR China|ASML, Eindhoven, the Netherlands|Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, Canada|School of Electronics Engineering and Computer Science, Institute of Software, Peking University, Beijing, PR China|Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, Canada";"IEEE Transactions on Software Engineering";"2015";"Journals & Magazine";"8";"484";"Concrete|Linux|Biological system modeling|Reactive power|Kernel|Navigation";"constraint handling|software engineering";"range fixes|interactive error resolution|software configuration|fix-generation approaches|constraint interaction handling|open source projects";"Consistency Management|Error Resolution|Range Fix|Software Configuration";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6991616";"TOSE"
"Aligning Qualitative, Real-Time, and Probabilistic Property Specification Patterns Using a Structured English Grammar";"Marco Autili|Lars Grunske|Markus Lumpe|Patrizio Pelliccione|Antony Tang";"Dipartimento di Ingegneria e Scienze dell’Informazione e Matematica, Università dell’Aquila, Aquila, Italy|Institute of Software Technology, University of Stuttgart, Stuttgart, Germany| Swinburne University of Technology, Hawthorn, Australia|Dipartimento di Ingegneria e Scienze dell’Informazione e Matematica, Università dell’Aquila, Aquila, Italy| Swinburne University of Technology, Hawthorn, Australia";"IEEE Transactions on Software Engineering";"2015";"Journals & Magazine";"13";"459";"Probabilistic logic|Real-time systems|Natural languages|Software|Grammar|Electronic mail|Educational institutions";"formal specification|natural language processing|probability|temporal logic";"qualitative property specification pattern|real-time property specification pattern|probabilistic property specification pattern|structured English grammar|formal methods|software system correctness|mathematical reasoning|temporal intricacies|order qualification|occurrence qualification|time bound quantification|event probability|event qualitative aspect|event quantitative aspect|natural language front-end|pattern mapping|temporal logic|PSPWizard|unified pattern catalogue";"Specification Patterns|Real-time Properties|Probabilistic Properties";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7029714";"TOSE"
"BLISS: Improved Symbolic Execution by Bounded Lazy Initialization with SAT Support";"Nicol&#x00E1;s Rosner|Jaco Geldenhuys|Nazareno M. Aguirre|Willem Visser|Marcelo F. Frias";"Department of Computer Science, FCEyN, Universidad de Buenos Aires, Buenos Aires, Argentina|Department of Computer Science, University of Stellenbosch, Stellenbosch, South Africa|Department of Computer Science, FCEFQyN, Universidad Nacional de Rio Cuarto, and CONICET, R&#x00ED;o Cuarto, Argentina|Department of Computer Science, University of Stellenbosch, Stellenbosch, South Africa|Department of Software Engineering, Instituto Tecnológico de Buenos Aires, and CONICET, Buenos Aires, Argentina";"IEEE Transactions on Software Engineering";"2015";"Journals & Magazine";"0";"306";"Concrete|Binary trees|Java|Periodic structures|Software";"computability|data structures|program verification";"BLISS|symbolic execution|bounded lazy initialization with SAT support|heap-allocated data structures|symbolic structures|relational bounds|class fields|field bound refinement|satisfiability check|symbolic heap|program path";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7004061";"TOSE"
"Extending the UML Statecharts Notation to Model Security Aspects";"Mohamed El-Attar|Hamza Luqman|P&#x00E9;ter K&#x00E1;rp&#x00E1;ti|Guttorm Sindre|Andreas L. Opdahl";"Information and Computer Science Department, King Fahd University of Petroleum and Minerals, Dhahran, Kingdom of Saudi Arabia|Information and Computer Science Department, King Fahd University of Petroleum and Minerals, Dhahran, Kingdom of Saudi Arabia| Institute for Energy Technology, Halden, Norway|Department of Computer and Information Science, Norwegian University of Science and Technology, Trondheim, Norway|Department of Information Science and Media, University of Bergen, Bergen, Norway";"IEEE Transactions on Software Engineering";"2015";"Journals & Magazine";"3";"712";"Unified modeling language|Security|Software engineering|Object oriented modeling|Semantics|Proposals|Educational institutions";"security of data|software engineering|Unified Modeling Language";"UML statecharts notation|model driven security|scientific approach|Unified Modeling Language statecharts notation|semantic transparency|modeling state based security aspect coverage|state based security modeling language|subject-based empirical evaluation|software engineering professionals|notation cognitive effectiveness";"Statecharts|Security Modeling|Extended Notation|Industrial Survey|Subject-Based Experiment";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7042284";"TOSE"
"Performance Analysis for Object-Oriented Software: A Systematic Mapping";"David Maplesden|Ewan Tempero|John Hosking|John C. Grundy";"Department of Computer Science, University of Auckland, Private Bag 92019, Auckland 1142, New Zealand|Department of Computer Science, University of Auckland, Private Bag 92019, Auckland 1142, New Zealand|Faculty of Science, University of Auckland, Private Bag 92019, Auckland 1142, New Zealand|Faculty of Information and Communication Technologies, Swinburne University of Technology, Hawthorn, Vic. 3122, Australia";"IEEE Transactions on Software Engineering";"2015";"Journals & Magazine";"2";"939";"Performance analysis|Systematics|Software performance|Databases|Mathematical model|Runtime";"software performance evaluation|database management systems|object-oriented methods|program diagnostics";"software engineering research database|performance analysis|object-oriented software|systematic mapping|software engineering task|profiling techniques";"object-oriented|Systematic review|survey|performance";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7024167";"TOSE"
"Safer User Interfaces: A Case Study in Improving Number Entry";"Harold Thimbleby";"Department of Computer Science, Swansea University, Swansea SA2 0SF, Wales, United Kingdom";"IEEE Transactions on Software Engineering";"2015";"Journals & Magazine";"9";"1716";"User interfaces|Calculators|Computer bugs|Safety|Pressing|Software|Debugging";"user interfaces";"safer user interfaces|number entry|Arabic key interfaces|correction keys|design problem formalization|design problem management";"Error processing|Software/Software Engineering|User interfaces|Human Factors in Software Design|User Interfaces|Information Interfaces|Representation (HCI)";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=6991548";"TOSE"
"An I/O Efficient Approach for Detecting All Accepting Cycles";"Lijun Wu|Kaile Su|Shaowei Cai|Xiaosong Zhang|Chenyi Zhang|Shupeng Wang";"School of Computer Science and Engineering, University of Electronic Science and Technology, Chengdu, China|Institute for Integrated and Intelligent Systems, Griffith University, Brisbane, Australia|State Key Laboratory of Computer Science, Institute of Software, Chinese Academy of Sciences, Beijing, China|School of Computer Science and Engineering, University of Electronic Science and Technology, Chengdu, China|School of Information Technology and Electrical Engineering, University of Queensland, Brisbane, Australia|School of Computer Science and Engineering, University of Electronic Science and Technology, Chengdu, China";"IEEE Transactions on Software Engineering";"2015";"Journals & Magazine";"0";"876";"Complexity theory|Model checking|Algorithm design and analysis|Educational institutions|Heuristic algorithms|Software algorithms|Software";"formal verification|temporal logic";"input-output efficient approach|I/O linear temporal logic|LTL model checking|DAAC approach|detecting all accepting cycles approach|accepting strongly connected components|ASCC|I/O complexity|intersection computation technique|dynamic path management technique|minimal perfect hash function|MPHF|detect accepting cycle algorithm|DAC algorithm|maximal accepting predecessors algorithm|iterative-deepening depth-first search algorithm|IDDFS algorithm";"Model Checking|Detection of All Accepting Cycles|Breath-First Search";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7056483";"TOSE"
