title;authors;affiliations;publication;year;paper_type;citation;download;keywords_ieee;keywords_controlled;keywords_non_controlled;keywords_author;url;acronym
"The use of program dependence graphs in software engineering";"S. Horwitz|T. Reps";"University of Wisconsin|University of Wisconsin";"Software Engineering, 1992. International Conference on";"1992";"Conference Publication";"50";"100";"Software engineering|Computer languages|Programming profession|Data structures|Parallel processing|Knowledge engineering|Computerized monitoring|Contracts|Distributed computing";"";"";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=753516";"ICSE"
"Program visualization: the art of mapping programs to pictures";"G.-C. Roman|K.C. Cox";"Washington University|Washington University";"Software Engineering, 1992. International Conference on";"1992";"Conference Publication";"14";"42";"Visualization|Subspace constraints|Software engineering|Humans|Taxonomy|Desktop publishing|Image storage";"";"";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=753517";"ICSE"
"Incremental Testing Of Object-Oriented Class Structures/spl dagger/";"M.J. Harrold|J.D. McGregor|K.J. Fitzpatrick";"Clemson University|Clemson University|Clemson University";"Software Engineering, 1992. International Conference on";"1992";"Conference Publication";"49";"132";"Testing|Libraries|Permission|Computer science|Application software|Algorithm design and analysis|History|Distributed computing|Machinery|Performance analysis";"";"";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=753491";"ICSE"
"Formal methods: an international perspective";"S. Gerhart";"MCC Software Technol. Program, Austin, TX, USA";"Software Engineering, 1991. Proceedings., 13th International Conference on";"1991";"Conference Publication";"0";"25";"Mathematics|Hardware|System software|Military standards|Programming|Formal specifications|History|Cultural differences|Government|Regulators";"specification languages|formal specification|program verification|software engineering";"stepwise refinement|correctness proofs|formal methods|software development|mathematical techniques|formal specification|mathematical verification|proofs of correctness|formal description languages|rigorous development methods";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=130621";"ICSE"
"Using weaves for software construction and analysis";"M.M. Gorlick|R.R. Razouk";"Aerosp. Corp., Los Angeles, CA, USA|Aerosp. Corp., Los Angeles, CA, USA";"Software Engineering, 1991. Proceedings., 13th International Conference on";"1991";"Conference Publication";"41";"110";"Satellites|Performance analysis|Telemetry|Instruments|Software performance|Debugging|Sensor arrays|Aerospace engineering|Aerospace testing|Software systems";"software engineering|parallel programming";"analysis agents|software analysis|object passing|weaves|software construction|networks|concurrently executing tool fragments|dataflow styles|instrumentation|continuous observability|dynamic rearrangement";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=130620";"ICSE"
"ASPECT: an economical bug-detector";"D. Jackson";"MIT, Cambridge, MA, USA";"Software Engineering, 1991. Proceedings., 13th International Conference on";"1991";"Conference Publication";"5";"14";"Computer bugs|Formal specifications|Power generation economics|Programming profession|Testing|Costs|Formal verification|Uncertainty|Error correction codes|Specification languages";"specification languages|formal specification|program debugging|software engineering";"abstract objects|careless slips|bug-detector|ASPECT|code-level bugs|software development|formal specification language|code-checking method|annotated code|reasoning|dependencies";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=130619";"ICSE"
"A methodology for prototyping-in-the-large";"J. Purtilo|A. Larson|J. Clark";"Dept. of Comput. Sci., Maryland Univ., College Park, MD, USA|Dept. of Comput. Sci., Maryland Univ., College Park, MD, USA|Dept. of Comput. Sci., Maryland Univ., College Park, MD, USA";"Software Engineering, 1991. Proceedings., 13th International Conference on";"1991";"Conference Publication";"7";"45";"Prototypes|Software prototyping|Large-scale systems|Application software|Programming profession|Costs|Environmental economics|Visualization|Computer science|Educational institutions";"software prototyping|high level languages";"Space Station Freedom project|large scale prototyping|prototyping-in-the-large|scale|languages|Promo|Moblog|component-level prototyping|fault-prediction subsystem";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=130618";"ICSE"
"Ethical considerations in software engineering";"D. Gotterbarn";"Dept. of Comput. & Inf. Sci., East Tennessee State Univ., Johnson City, TN, USA";"Software Engineering, 1991. Proceedings., 13th International Conference on";"1991";"Conference Publication";"1";"138";"Software engineering|Ethics|User interfaces|Computer science|Military computing|Cities and towns|Software safety|Software standards|Laboratories|Engineering management";"software engineering|social aspects of automation";"performance standards|software engineering|ethical considerations|safety|informed consent|end-product quality";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=130652";"ICSE"
"Toward new techniques to assess the software implementation process";"J.D. Litke";"Grumman Corp. Res. Center, Bethpage, NY, USA";"Software Engineering, 1991. Proceedings., 13th International Conference on";"1991";"Conference Publication";"0";"23";"Software measurement|Process control|Programming|Design methodology|Application software|Software systems|Total quality management|Performance evaluation|Manufacturing processes|Maintenance";"software reliability";"fault-tolerating properties|software implementation|software boundaries|automated detection|high-level assessment technology|process control|software development|automated system partitioning|confidence";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=130625";"ICSE"
"Defect type and its impact on the growth curve (software development)";"R. Chillarege|W.-L. Kao|R.G. Condit";"IBM Thomas J. Watson Res. Center, Yorktown Heights, NY, USA|IBM Thomas J. Watson Res. Center, Yorktown Heights, NY, USA|IBM Thomas J. Watson Res. Center, Yorktown Heights, NY, USA";"Software Engineering, 1991. Proceedings., 13th International Conference on";"1991";"Conference Publication";"18";"98";"Programming|Operating systems|Process control|Area measurement|Software measurement|Turning|Manufacturing processes|Testing|Marine vehicles|Availability";"software reliability";"software development|defect type|growth curve|software development process|operating systems development project|initialization defects|inflection|reliability|cause-effect relationships|systematic process control methodology";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=130649";"ICSE"
"Metric-driven analysis and feedback systems for enabling empirically guided software development";"R.W. Selby|A.A. Porter|D.C. Schmidt|J. Berney";"Dept. of Inf. & Comput. Sci., California Univ., Irvine, CA, USA|Dept. of Inf. & Comput. Sci., California Univ., Irvine, CA, USA|Dept. of Inf. & Comput. Sci., California Univ., Irvine, CA, USA|Dept. of Inf. & Comput. Sci., California Univ., Irvine, CA, USA";"Software Engineering, 1991. Proceedings., 13th International Conference on";"1991";"Conference Publication";"27";"102";"Feedback|Programming|Prototypes|Computer architecture|Software measurement|Software maintenance|Application software|Computer science|Information analysis|Calendars";"software metrics|feedback|software maintenance";"coordinates|metric driven analysis|feedback systems|empirically guided software development|Amadeus|abstract interfaces|architectural principles|maintenance|overview|system characteristics|server|scripts";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=130654";"ICSE"
"User interface development and software environments: the Chiron-1 system";"R.K. Keller|M. Cameron|R.N. Taylor|D.B. Troup";"Dept. of Inf. & Comput. Sci., California Univ., Irvine, CA, USA|Dept. of Inf. & Comput. Sci., California Univ., Irvine, CA, USA|Dept. of Inf. & Comput. Sci., California Univ., Irvine, CA, USA|Dept. of Inf. & Comput. Sci., California Univ., Irvine, CA, USA";"Software Engineering, 1991. Proceedings., 13th International Conference on";"1991";"Conference Publication";"1";"25";"User interfaces|Runtime|Programming|Control systems|Software tools|Computer science|Software systems|Object oriented modeling|Libraries|Maintenance engineering";"user interfaces|programming environments";"language interface|software environments|user interface development system|Chiron-1|annotation-based|concurrent model";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=130645";"ICSE"
"Techies as nontechnological factors in software engineering?";"B. Curtis";"Software Eng. Inst., Carnegie Mellon Univ., Pittsburgh, PA, USA";"Software Engineering, 1991. Proceedings., 13th International Conference on";"1991";"Conference Publication";"4";"20";"Software engineering|Productivity|Humans|Software performance|Automatic control|Proportional control|Programming|Computer industry|Machinery production industries|Materials science and technology";"software engineering|human factors";"software ideas|human issues|software engineering|bigger machines|memory|Lisp machines|programming environments|hardware|productivity growth|nontechnological market factors";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=130633";"ICSE"
"Hardware/software codesign: a perspective";"D.W. Franke|M.K. Purvis";"Microelectron. & Comput. Technol. Corp., Austin, TX, USA|Microelectron. & Comput. Technol. Corp., Austin, TX, USA";"Software Engineering, 1991. Proceedings., 13th International Conference on";"1991";"Conference Publication";"18";"58";"Hardware|Military computing|Distributed computing|Software design|Computer displays|Software engineering|Application software|Chip scale packaging|Time to market|Computer graphics";"software engineering|application specific integrated circuits|circuit CAD";"ASIC design|hardware engineering|custom chip design|software engineering|computer system design|design flexibility|unified codesign approach|computer system design";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=130661";"ICSE"
"Understanding natural programs using proper decomposition";"J. Hartman";"Dept. of Comput. Sci., Texas Univ., Austin, TX, USA";"Software Engineering, 1991. Proceedings., 13th International Conference on";"1991";"Conference Publication";"35";"24";"Automatic control|Data flow computing|Programming profession|Robustness|Joining processes|Testing|Production";"software engineering|programming";"Cobol restructuring|natural programs|proper decomposition|automatic control concept recognition|unstructured imperative programs|control flow|data flow|computation|read-process loops|language-independent abstract program representation|propers|single entry/exit control flow subgraphs|UNPROG program understander";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=130624";"ICSE"
"Integrating prior knowledge with a software reliability growth model";"J.M. Caruso|D.W. Desormeau";"IBM Corp., Kingston, NY, USA|IBM Corp., Kingston, NY, USA";"Software Engineering, 1991. Proceedings., 13th International Conference on";"1991";"Conference Publication";"2";"27";"Software reliability|Testing|Software quality|Computer errors|Costs|Computer aided manufacturing|Data engineering|Engineering management|Application software|Software systems";"software reliability|Monte Carlo methods";"Monte Carlo simulation|scaled forecasts|prior knowledge|software reliability growth model|Ohba's inflection S reliability growth model|IBM software product|1200 KLOC|management requirement";"";"https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=130648";"ICSE"
